Channel_Metadata_ID,Antibody_Name,Channel_Name,Marker_Name
syn28564631,[],"['CD74' 'SMA' 'Vimentin' 'CD163' 'Pan Keratin' 'CD11b' 'PD-L1' 'CD31'
 'CD45' 'Lag3' 'CD11c' 'FOXP3' 'CD4' 'Ecadherin' 'CD68' 'CD20' 'CD8'
 'PD-1' 'Granzyme B' 'Ki-67' 'T1 Collagen' 'CD3' 'CD45RO' 'HLA-DR'
 'Histone H3' 'DNA' 'DNA']",[]
syn28564280,[],"['CD74' 'SMA' 'Vimentin' 'CD163' 'Pan Keratin' 'CD11b' 'PD-L1' 'CD31'
 'CD45' 'Lag3' 'CD11c' 'FOXP3' 'CD4' 'Ecadherin' 'CD68' 'CD20' 'CD8'
 'PD-1' 'Granzyme B' 'Ki-67' 'T1 Collagen' 'CD3' 'CD45RO' 'HLA-DR'
 'Histone H3' 'DNA' 'DNA']",[]
syn28564214,[],"['CD74' 'SMA' 'Vimentin' 'CD163' 'Pan Keratin' 'CD11b' 'PD-L1' 'CD31'
 'CD45' 'Lag3' 'CD11c' 'FOXP3' 'CD4' 'Ecadherin' 'CD68' 'CD20' 'CD8'
 'PD-1' 'Granzyme B' 'Ki-67' 'T1 Collagen' 'CD3' 'CD45RO' 'HLA-DR'
 'Histone H3' 'DNA' 'DNA']",[]
syn28564237,[],"['CD74' 'SMA' 'Vimentin' 'CD163' 'Pan Keratin' 'CD11b' 'PD-L1' 'CD31'
 'CD45' 'Lag3' 'CD11c' 'FOXP3' 'CD4' 'Ecadherin' 'CD68' 'CD20' 'CD8'
 'PD-1' 'Granzyme B' 'Ki-67' 'T1 Collagen' 'CD3' 'CD45RO' 'HLA-DR'
 'Histone H3' 'DNA' 'DNA']",[]
syn28564240,[],"['CD74' 'SMA' 'Vimentin' 'CD163' 'Pan Keratin' 'CD11b' 'PD-L1' 'CD31'
 'CD45' 'Lag3' 'CD11c' 'FOXP3' 'CD4' 'Ecadherin' 'CD68' 'CD20' 'CD8'
 'PD-1' 'Granzyme B' 'Ki-67' 'T1 Collagen' 'CD3' 'CD45RO' 'HLA-DR'
 'Histone H3' 'DNA' 'DNA']",[]
syn28564256,[],"['CD74' 'SMA' 'Vimentin' 'CD163' 'Pan Keratin' 'CD11b' 'PD-L1' 'CD31'
 'CD45' 'Lag3' 'CD11c' 'FOXP3' 'CD4' 'Ecadherin' 'CD68' 'CD20' 'CD8'
 'PD-1' 'Granzyme B' 'Ki-67' 'T1 Collagen' 'CD3' 'CD45RO' 'HLA-DR'
 'Histone H3' 'DNA' 'DNA']",[]
syn28564182,[],"['CD74' 'SMA' 'Vimentin' 'CD163' 'Pan Keratin' 'CD11b' 'PD-L1' 'CD31'
 'CD45' 'Lag3' 'CD11c' 'FOXP3' 'CD4' 'Ecadherin' 'CD68' 'CD20' 'CD8'
 'PD-1' 'Granzyme B' 'Ki-67' 'T1 Collagen' 'CD3' 'CD45RO' 'HLA-DR'
 'Histone H3' 'DNA' 'DNA']",[]
syn28564207,[],"['CD74' 'SMA' 'Vimentin' 'CD163' 'Pan Keratin' 'CD11b' 'PD-L1' 'CD31'
 'CD45' 'Lag3' 'CD11c' 'FOXP3' 'CD4' 'Ecadherin' 'CD68' 'CD20' 'CD8'
 'PD-1' 'Granzyme B' 'Ki-67' 'T1 Collagen' 'CD3' 'CD45RO' 'HLA-DR'
 'Histone H3' 'DNA' 'DNA']",[]
syn28564610,[],"['CD74' 'SMA' 'Vimentin' 'CD163' 'Pan Keratin' 'CD11b' 'PD-L1' 'CD31'
 'CD45' 'Lag3' 'CD11c' 'FOXP3' 'CD4' 'Ecadherin' 'CD68' 'CD20' 'CD8'
 'PD-1' 'Granzyme B' 'Ki-67' 'T1 Collagen' 'CD3' 'CD45RO' 'HLA-DR'
 'Histone H3' 'DNA' 'DNA']",[]
syn28564238,[],"['CD74' 'SMA' 'Vimentin' 'CD163' 'Pan Keratin' 'CD11b' 'PD-L1' 'CD31'
 'CD45' 'Lag3' 'CD11c' 'FOXP3' 'CD4' 'Ecadherin' 'CD68' 'CD20' 'CD8'
 'PD-1' 'Granzyme B' 'Ki-67' 'T1 Collagen' 'CD3' 'CD45RO' 'HLA-DR'
 'Histone H3' 'DNA' 'DNA']",[]
syn28564259,[],"['CD74' 'SMA' 'Vimentin' 'CD163' 'Pan Keratin' 'CD11b' 'PD-L1' 'CD31'
 'CD45' 'Lag3' 'CD11c' 'FOXP3' 'CD4' 'Ecadherin' 'CD68' 'CD20' 'CD8'
 'PD-1' 'Granzyme B' 'Ki-67' 'T1 Collagen' 'CD3' 'CD45RO' 'HLA-DR'
 'Histone H3' 'DNA' 'DNA']",[]
syn28564524,[],"['CD74' 'SMA' 'Vimentin' 'CD163' 'Pan Keratin' 'CD11b' 'PD-L1' 'CD31'
 'CD45' 'Lag3' 'CD11c' 'FOXP3' 'CD4' 'Ecadherin' 'CD68' 'CD20' 'CD8'
 'PD-1' 'Granzyme B' 'Ki-67' 'T1 Collagen' 'CD3' 'CD45RO' 'HLA-DR'
 'Histone H3' 'DNA' 'DNA']",[]
syn28564710,[],"['CD74' 'SMA' 'Vimentin' 'CD163' 'Pan Keratin' 'CD11b' 'PD-L1' 'CD31'
 'CD45' 'Lag3' 'CD11c' 'FOXP3' 'CD4' 'Ecadherin' 'CD68' 'CD20' 'CD8'
 'PD-1' 'Granzyme B' 'Ki-67' 'T1 Collagen' 'CD3' 'CD45RO' 'HLA-DR'
 'Histone H3' 'DNA' 'DNA']",[]
syn28564206,[],"['CD74' 'SMA' 'Vimentin' 'CD163' 'Pan Keratin' 'CD11b' 'PD-L1' 'CD31'
 'CD45' 'Lag3' 'CD11c' 'FOXP3' 'CD4' 'Ecadherin' 'CD68' 'CD20' 'CD8'
 'PD-1' 'Granzyme B' 'Ki-67' 'T1 Collagen' 'CD3' 'CD45RO' 'HLA-DR'
 'Histone H3' 'DNA' 'DNA']",[]
syn28564695,[],"['CD74' 'SMA' 'Vimentin' 'CD163' 'Pan Keratin' 'CD11b' 'PD-L1' 'CD31'
 'CD45' 'Lag3' 'CD11c' 'FOXP3' 'CD4' 'Ecadherin' 'CD68' 'CD20' 'CD8'
 'PD-1' 'Granzyme B' 'Ki-67' 'T1 Collagen' 'CD3' 'CD45RO' 'HLA-DR'
 'Histone H3' 'DNA' 'DNA']",[]
syn28564184,[],"['CD74' 'SMA' 'Vimentin' 'CD163' 'Pan Keratin' 'CD11b' 'PD-L1' 'CD31'
 'CD45' 'Lag3' 'CD11c' 'FOXP3' 'CD4' 'Ecadherin' 'CD68' 'CD20' 'CD8'
 'PD-1' 'Granzyme B' 'Ki-67' 'T1 Collagen' 'CD3' 'CD45RO' 'HLA-DR'
 'Histone H3' 'DNA' 'DNA']",[]
syn28564254,[],"['CD74' 'SMA' 'Vimentin' 'CD163' 'Pan Keratin' 'CD11b' 'PD-L1' 'CD31'
 'CD45' 'Lag3' 'CD11c' 'FOXP3' 'CD4' 'Ecadherin' 'CD68' 'CD20' 'CD8'
 'PD-1' 'Granzyme B' 'Ki-67' 'T1 Collagen' 'CD3' 'CD45RO' 'HLA-DR'
 'Histone H3' 'DNA' 'DNA']",[]
syn28564231,[],"['CD74' 'SMA' 'Vimentin' 'CD163' 'Pan Keratin' 'CD11b' 'PD-L1' 'CD31'
 'CD45' 'Lag3' 'CD11c' 'FOXP3' 'CD4' 'Ecadherin' 'CD68' 'CD20' 'CD8'
 'PD-1' 'Granzyme B' 'Ki-67' 'T1 Collagen' 'CD3' 'CD45RO' 'HLA-DR'
 'Histone H3' 'DNA' 'DNA']",[]
syn28564198,[],"['CD74' 'SMA' 'Vimentin' 'CD163' 'Pan Keratin' 'CD11b' 'PD-L1' 'CD31'
 'CD45' 'Lag3' 'CD11c' 'FOXP3' 'CD4' 'Ecadherin' 'CD68' 'CD20' 'CD8'
 'PD-1' 'Granzyme B' 'Ki-67' 'T1 Collagen' 'CD3' 'CD45RO' 'HLA-DR'
 'Histone H3' 'DNA' 'DNA']",[]
syn28564523,[],"['CD74' 'SMA' 'Vimentin' 'CD163' 'Pan Keratin' 'CD11b' 'PD-L1' 'CD31'
 'CD45' 'Lag3' 'CD11c' 'FOXP3' 'CD4' 'Ecadherin' 'CD68' 'CD20' 'CD8'
 'PD-1' 'Granzyme B' 'Ki-67' 'T1 Collagen' 'CD3' 'CD45RO' 'HLA-DR'
 'Histone H3' 'DNA' 'DNA']",[]
syn28564399,[],"['CD74' 'SMA' 'Vimentin' 'CD163' 'Pan Keratin' 'CD11b' 'PD-L1' 'CD31'
 'CD45' 'Lag3' 'CD11c' 'FOXP3' 'CD4' 'Ecadherin' 'CD68' 'CD20' 'CD8'
 'PD-1' 'Granzyme B' 'Ki-67' 'T1 Collagen' 'CD3' 'CD45RO' 'HLA-DR'
 'Histone H3' 'DNA' 'DNA']",[]
syn28564211,[],"['CD74' 'SMA' 'Vimentin' 'CD163' 'Pan Keratin' 'CD11b' 'PD-L1' 'CD31'
 'CD45' 'Lag3' 'CD11c' 'FOXP3' 'CD4' 'Ecadherin' 'CD68' 'CD20' 'CD8'
 'PD-1' 'Granzyme B' 'Ki-67' 'T1 Collagen' 'CD3' 'CD45RO' 'HLA-DR'
 'Histone H3' 'DNA' 'DNA']",[]
syn28564225,[],"['CD74' 'SMA' 'Vimentin' 'CD163' 'Pan Keratin' 'CD11b' 'PD-L1' 'CD31'
 'CD45' 'Lag3' 'CD11c' 'FOXP3' 'CD4' 'Ecadherin' 'CD68' 'CD20' 'CD8'
 'PD-1' 'Granzyme B' 'Ki-67' 'T1 Collagen' 'CD3' 'CD45RO' 'HLA-DR'
 'Histone H3' 'DNA' 'DNA']",[]
syn28564457,[],"['CD74' 'SMA' 'Vimentin' 'CD163' 'Pan Keratin' 'CD11b' 'PD-L1' 'CD31'
 'CD45' 'Lag3' 'CD11c' 'FOXP3' 'CD4' 'Ecadherin' 'CD68' 'CD20' 'CD8'
 'PD-1' 'Granzyme B' 'Ki-67' 'T1 Collagen' 'CD3' 'CD45RO' 'HLA-DR'
 'Histone H3' 'DNA' 'DNA']",[]
syn28564622,[],"['CD74' 'SMA' 'Vimentin' 'CD163' 'Pan Keratin' 'CD11b' 'PD-L1' 'CD31'
 'CD45' 'Lag3' 'CD11c' 'FOXP3' 'CD4' 'Ecadherin' 'CD68' 'CD20' 'CD8'
 'PD-1' 'Granzyme B' 'Ki-67' 'T1 Collagen' 'CD3' 'CD45RO' 'HLA-DR'
 'Histone H3' 'DNA' 'DNA']",[]
syn25838632,"['Not applicable' 'Not applicable' 'CD3' 'CD31' 'CD34' 'CD38' 'CD4'
 'CD42b' 'CD45' 'CD45-RA' 'CD45RO' 'CD56' 'CD117_c-kit' 'CD68' 'CD8'
 'dsDNA' 'E-Cadherin' 'Not applicable' 'FoxO1' 'FoxP3' 'Granzyme_B'
 'H3K27ac' 'H3K27me3' 'CD11b' 'Histone_H3' 'ICOS' 'Ki-67' 'Lag3'
 'Lamin_A+C' 'MPO' 'MYC' 'Not applicable' 'Not applicable' 'p53' 'CD11c'
 'PD-1' 'PD-L1' 'pSTAT5' 'Not applicable' 'Not applicable'
 'Not applicable' 'Tbet' 'Vimentin' 'VISTA' 'CD138' 'CD163' 'CD20' 'CD21'
 'CD25']","['Au' 'C' 'CD3' 'CD31' 'CD34' 'CD38' 'CD4' 'CD42b' 'CD45' 'CD45-RA'
 'CD45RO' 'CD56' 'CD117_c-kit' 'CD68' 'CD8' 'DNA' 'E-Cadherin' 'Fe'
 'FoxO1' 'FoxP3' 'Granzyme_B' 'H3K27ac' 'H3K27me3' 'CD11b' 'Histone H3'
 'ICOS' 'Ki-67' 'Lag3' 'Lamin_A+C' 'MPO' 'MYC' 'Na' 'DNA' 'p53' 'CD11c'
 'PD-1' 'PD-L1' 'pSTAT5' 'S' 'Segmentation' 'Ta' 'Tbet' 'Vimentin' 'VISTA'
 'CD138' 'CD163' 'CD20' 'CD21' 'CD25']",[]
syn25547844,"['Not applicable' 'Not applicable' 'CD3' 'CD31' 'CD34' 'CD38' 'CD4'
 'CD42b' 'CD45' 'CD45-RA' 'CD45RO' 'CD56' 'CD117_c-kit' 'CD68' 'CD8'
 'dsDNA' 'E-Cadherin' 'Not applicable' 'FoxO1' 'FoxP3' 'Granzyme_B'
 'H3K27ac' 'H3K27me3' 'CD11b' 'Histone_H3' 'ICOS' 'Ki-67' 'Lag3'
 'Lamin_A+C' 'MPO' 'MYC' 'Not applicable' 'Not applicable' 'p53' 'CD11c'
 'PD-1' 'PD-L1' 'pSTAT5' 'Not applicable' 'Not applicable'
 'Not applicable' 'Tbet' 'Vimentin' 'VISTA' 'CD138' 'CD163' 'CD20' 'CD21'
 'CD25']","['Au' 'C' 'CD3' 'CD31' 'CD34' 'CD38' 'CD4' 'CD42b' 'CD45' 'CD45-RA'
 'CD45RO' 'CD56' 'CD117_c-kit' 'CD68' 'CD8' 'DNA' 'E-Cadherin' 'Fe'
 'FoxO1' 'FoxP3' 'Granzyme_B' 'H3K27ac' 'H3K27me3' 'CD11b' 'Histone H3'
 'ICOS' 'Ki-67' 'Lag3' 'Lamin_A+C' 'MPO' 'MYC' 'Na' 'DNA' 'p53' 'CD11c'
 'PD-1' 'PD-L1' 'pSTAT5' 'S' 'Segmentation' 'Ta' 'Tbet' 'Vimentin' 'VISTA'
 'CD138' 'CD163' 'CD20' 'CD21' 'CD25']",[]
syn27324158,[],"['ASCL1' 'CD11c' 'CD14' 'CD16' 'CD163' 'CD3' 'CD31' 'CD4' 'CD45' 'CD56'
 'CD68' 'CD8' 'CD81' 'DNA' 'FoxP3-AF488' 'HLA_I' 'HLA-DR' 'Keratin'
 'Ki-67' 'LAP2' 'NeuroD1' 'NULP1-TCF25' 'PD-1' 'PD-L1' 'PLCG2' 'RRBP1'
 'S100A12' 'TIM3' 'Vimentin']",[]
syn26942637,"['Androgen Receptor' '' '' '' 'CD3' 'CD4' 'CD8' 'CD11c' 'CD14' 'CD20'
 'CD31' 'CD36' 'CD44' 'CD45' '' 'CD68' 'Cytokeratin 5' 'Cytokeratin 7'
 'Collagen 1' 'COX2' '' 'E Cadherin' 'E Cadherin' 'FAP' '' 'GLUT1'
 'Granzyme B' 'HER2' 'HH3' 'HIF1a' 'HLADR' 'IDO1' 'Ki67' 'MMP9' 'MPO'
 'Nucleus' 'P63' '' 'PD1' 'PD1' 'Pan Cytokeratin' 'aSMA' '' 'Vimentin'
 'Phospho Ribosomal Protein S6']","['AR' 'Au' 'Blank' 'C' 'CD3' 'CD4' 'CD8' 'CD11c' 'CD14' 'CD20' 'CD31'
 'CD36' 'CD44' 'CD45' 'CD56' 'CD68' 'CK5' 'CK7' 'COLI' 'COX2' 'Ca40'
 'E-Cadherin' 'E-Cadherin' 'FAP' 'FOXP3' 'GLUT1' 'GZMB' 'HER2' 'HH3'
 'HIF1a' 'HLADRDPDQ' 'IDO1' 'Ki-67' 'MMP9' 'MPO' 'Nuc' 'P63' 'DNA' 'PD-1'
 'PD-1' 'PanKRT' 'SMA' 'Tryptase' 'Vimentin' 'pS6']",[]
syn25126434,[],"['UV' 'GFP' 'Cy3' 'GFP' 'Cy5' 'Cy3' 'Cy5' 'Cy5' 'Cy3' 'Cy5' 'Cy3' 'Cy3'
 'Cy5' 'Cy5' 'GFP' 'Cy5' 'GFP' 'GFP' 'Cy5' 'Cy3' 'GFP' 'GFP' 'GFP' 'Cy5'
 'Cy3' 'Cy5' 'Cy3' 'GFP']","['DAPI' 'Alpha-actinin 4' 'Beta-Catenin' 'CD11B' 'CD20' 'CD3d' 'CD45'
 'CD4' 'CD68' 'CD8' 'CgA' 'Collagen' 'ERBB2' 'FOXP3' 'Gamma-Actin' 'HLA-A'
 'Lysozyme' 'Muc2' 'NaKATPase' 'OLFM4' 'PanCK' 'PCNA' 'pEGFR' 'p-STAT3'
 'SMA' 'SNA' 'Sox9' 'Vimentin']"
syn25126433,[],"['UV' 'GFP' 'Cy3' 'GFP' 'Cy5' 'Cy3' 'Cy5' 'Cy5' 'Cy3' 'Cy5' 'Cy3' 'Cy3'
 'Cy5' 'Cy5' 'GFP' 'Cy5' 'GFP' 'GFP' 'Cy5' 'Cy3' 'GFP' 'GFP' 'GFP' 'Cy5'
 'Cy3' 'Cy5' 'Cy3' 'GFP']","['DAPI' 'Alpha-actinin 4' 'Beta-Catenin' 'CD11B' 'CD20' 'CD3d' 'CD45'
 'CD4' 'CD68' 'CD8' 'CgA' 'Collagen' 'ERBB2' 'FOXP3' 'Gamma-Actin' 'HLA-A'
 'Lysozyme' 'Muc2' 'NaKATPase' 'OLFM4' 'PanCK' 'PCNA' 'pEGFR' 'p-STAT3'
 'SMA' 'SNA' 'Sox9' 'Vimentin']"
syn25126432,[],"['UV' 'GFP' 'Cy3' 'GFP' 'Cy5' 'Cy3' 'Cy5' 'Cy5' 'Cy3' 'Cy5' 'Cy3' 'Cy3'
 'Cy5' 'Cy5' 'GFP' 'Cy5' 'GFP' 'GFP' 'Cy5' 'Cy3' 'GFP' 'GFP' 'GFP' 'Cy5'
 'Cy3' 'Cy5' 'Cy3' 'GFP']","['DAPI' 'Alpha-actinin 4' 'Beta-Catenin' 'CD11B' 'CD20' 'CD3d' 'CD45'
 'CD4' 'CD68' 'CD8' 'CgA' 'Collagen' 'ERBB2' 'FOXP3' 'Gamma-Actin' 'HLA-A'
 'Lysozyme' 'Muc2' 'NaKATPase' 'OLFM4' 'PanCK' 'PCNA' 'pEGFR' 'p-STAT3'
 'SMA' 'SNA' 'Sox9' 'Vimentin']"
syn25126431,[],"['UV' 'GFP' 'Cy3' 'GFP' 'Cy5' 'Cy3' 'Cy5' 'Cy5' 'Cy3' 'Cy5' 'Cy3' 'Cy3'
 'Cy5' 'Cy5' 'GFP' 'Cy5' 'GFP' 'GFP' 'Cy5' 'Cy3' 'GFP' 'GFP' 'GFP' 'Cy5'
 'Cy3' 'Cy5' 'Cy3' 'GFP']","['DAPI' 'Alpha-actinin 4' 'Beta-Catenin' 'CD11B' 'CD20' 'CD3d' 'CD45'
 'CD4' 'CD68' 'CD8' 'CgA' 'Collagen' 'ERBB2' 'FOXP3' 'Gamma-Actin' 'HLA-A'
 'Lysozyme' 'Muc2' 'NaKATPase' 'OLFM4' 'PanCK' 'PCNA' 'pEGFR' 'p-STAT3'
 'SMA' 'SNA' 'Sox9' 'Vimentin']"
syn25126430,[],"['UV' 'GFP' 'Cy3' 'GFP' 'Cy5' 'Cy3' 'Cy5' 'Cy5' 'Cy3' 'Cy5' 'Cy3' 'Cy3'
 'Cy5' 'Cy5' 'GFP' 'Cy5' 'GFP' 'GFP' 'Cy5' 'Cy3' 'GFP' 'GFP' 'GFP' 'Cy5'
 'Cy3' 'Cy5' 'Cy3' 'GFP']","['DAPI' 'Alpha-actinin 4' 'Beta-Catenin' 'CD11B' 'CD20' 'CD3d' 'CD45'
 'CD4' 'CD68' 'CD8' 'CgA' 'Collagen' 'ERBB2' 'FOXP3' 'Gamma-Actin' 'HLA-A'
 'Lysozyme' 'Muc2' 'NaKATPase' 'OLFM4' 'PanCK' 'PCNA' 'pEGFR' 'p-STAT3'
 'SMA' 'SNA' 'Sox9' 'Vimentin']"
syn25126429,[],"['UV' 'GFP' 'Cy3' 'GFP' 'Cy5' 'Cy3' 'Cy5' 'Cy3' 'Cy5' 'Cy3' 'Cy3' 'Cy5'
 'Cy5' 'Cy5' 'GFP' 'GFP' 'Cy5' 'Cy3' 'GFP' 'GFP' 'GFP' 'Cy5' 'Cy3' 'Cy5'
 'Cy3' 'GFP']","['DAPI' 'Alpha-actinin 4' 'Beta-Catenin' 'CD11B' 'CD20' 'CD3d' 'CD4'
 'CD68' 'CD8' 'CgA' 'Collagen' 'ERBB2' 'FOXP3' 'HLA-A' 'Lysozyme' 'Muc2'
 'NaKATPase' 'OLFM4' 'PanCK' 'PCNA' 'pEGFR' 'p-STAT3' 'SMA' 'SNA' 'Sox9'
 'Vimentin']"
syn25126428,[],"['UV' 'GFP' 'Cy3' 'GFP' 'Cy5' 'Cy3' 'Cy5' 'Cy3' 'Cy5' 'Cy3' 'Cy3' 'Cy5'
 'Cy5' 'Cy5' 'GFP' 'GFP' 'Cy5' 'Cy3' 'GFP' 'GFP' 'GFP' 'Cy5' 'Cy3' 'Cy5'
 'Cy3' 'GFP']","['DAPI' 'Alpha-actinin 4' 'Beta-Catenin' 'CD11B' 'CD20' 'CD3d' 'CD4'
 'CD68' 'CD8' 'CgA' 'Collagen' 'ERBB2' 'FOXP3' 'HLA-A' 'Lysozyme' 'Muc2'
 'NaKATPase' 'OLFM4' 'PanCK' 'PCNA' 'pEGFR' 'p-STAT3' 'SMA' 'SNA' 'Sox9'
 'Vimentin']"
syn25126427,[],"['UV' 'GFP' 'Cy3' 'GFP' 'Cy5' 'Cy3' 'Cy5' 'Cy3' 'Cy5' 'Cy3' 'Cy3' 'Cy5'
 'Cy5' 'Cy5' 'GFP' 'GFP' 'Cy5' 'Cy3' 'GFP' 'GFP' 'GFP' 'Cy5' 'Cy3' 'Cy5'
 'Cy3' 'GFP']","['DAPI' 'Alpha-actinin 4' 'Beta-Catenin' 'CD11B' 'CD20' 'CD3d' 'CD4'
 'CD68' 'CD8' 'CgA' 'Collagen' 'ERBB2' 'FOXP3' 'HLA-A' 'Lysozyme' 'Muc2'
 'NaKATPase' 'OLFM4' 'PanCK' 'PCNA' 'pEGFR' 'p-STAT3' 'SMA' 'SNA' 'Sox9'
 'Vimentin']"
syn25126426,[],"['UV' 'GFP' 'Cy3' 'GFP' 'Cy5' 'Cy3' 'Cy5' 'Cy3' 'Cy5' 'Cy3' 'Cy3' 'Cy5'
 'Cy5' 'Cy5' 'GFP' 'GFP' 'Cy5' 'Cy3' 'GFP' 'GFP' 'GFP' 'Cy5' 'Cy3' 'Cy5'
 'Cy3' 'GFP']","['DAPI' 'Alpha-actinin 4' 'Beta-Catenin' 'CD11B' 'CD20' 'CD3d' 'CD4'
 'CD68' 'CD8' 'CgA' 'Collagen' 'ERBB2' 'FOXP3' 'HLA-A' 'Lysozyme' 'Muc2'
 'NaKATPase' 'OLFM4' 'PanCK' 'PCNA' 'pEGFR' 'p-STAT3' 'SMA' 'SNA' 'Sox9'
 'Vimentin']"
syn25126425,[],"['UV' 'GFP' 'Cy3' 'GFP' 'Cy5' 'Cy3' 'Cy5' 'Cy5' 'Cy3' 'Cy5' 'Cy3' 'Cy3'
 'Cy5' 'Cy5' 'GFP' 'Cy5' 'GFP' 'GFP' 'Cy5' 'Cy3' 'GFP' 'GFP' 'GFP' 'Cy5'
 'Cy3' 'Cy5' 'Cy3' 'GFP']","['DAPI' 'Alpha-actinin 4' 'Beta-Catenin' 'CD11B' 'CD20' 'CD3d' 'CD45'
 'CD4' 'CD68' 'CD8' 'CgA' 'Collagen' 'ERBB2' 'FOXP3' 'Gamma-Actin' 'HLA-A'
 'Lysozyme' 'Muc2' 'NaKATPase' 'OLFM4' 'PanCK' 'PCNA' 'pEGFR' 'p-STAT3'
 'SMA' 'SNA' 'Sox9' 'Vimentin']"
syn25126424,[],"['UV' 'GFP' 'Cy3' 'GFP' 'Cy5' 'Cy3' 'Cy5' 'Cy5' 'Cy3' 'Cy5' 'Cy3' 'Cy3'
 'Cy5' 'Cy5' 'GFP' 'Cy5' 'GFP' 'GFP' 'Cy5' 'Cy3' 'GFP' 'GFP' 'GFP' 'Cy5'
 'Cy3' 'Cy5' 'Cy3' 'GFP']","['DAPI' 'Alpha-actinin 4' 'Beta-Catenin' 'CD11B' 'CD20' 'CD3d' 'CD45'
 'CD4' 'CD68' 'CD8' 'CgA' 'Collagen' 'ERBB2' 'FOXP3' 'Gamma-Actin' 'HLA-A'
 'Lysozyme' 'Muc2' 'NaKATPase' 'OLFM4' 'PanCK' 'PCNA' 'pEGFR' 'p-STAT3'
 'SMA' 'SNA' 'Sox9' 'Vimentin']"
syn25126423,[],"['UV' 'GFP' 'Cy3' 'GFP' 'Cy5' 'Cy3' 'Cy5' 'Cy5' 'Cy3' 'Cy5' 'Cy3' 'Cy3'
 'Cy5' 'Cy5' 'GFP' 'Cy5' 'GFP' 'GFP' 'Cy5' 'Cy3' 'GFP' 'GFP' 'GFP' 'Cy5'
 'Cy3' 'Cy5' 'Cy3' 'GFP']","['DAPI' 'Alpha-actinin 4' 'Beta-Catenin' 'CD11B' 'CD20' 'CD3d' 'CD45'
 'CD4' 'CD68' 'CD8' 'CgA' 'Collagen' 'ERBB2' 'FOXP3' 'Gamma-Actin' 'HLA-A'
 'Lysozyme' 'Muc2' 'NaKATPase' 'OLFM4' 'PanCK' 'PCNA' 'pEGFR' 'p-STAT3'
 'SMA' 'SNA' 'Sox9' 'Vimentin']"
syn25126422,[],"['UV' 'GFP' 'Cy3' 'GFP' 'Cy5' 'Cy3' 'Cy5' 'Cy3' 'Cy5' 'Cy3' 'Cy3' 'Cy5'
 'Cy5' 'Cy5' 'GFP' 'GFP' 'Cy5' 'Cy3' 'GFP' 'GFP' 'GFP' 'Cy5' 'Cy3' 'Cy5'
 'Cy3' 'GFP']","['DAPI' 'Alpha-actinin 4' 'Beta-Catenin' 'CD11B' 'CD20' 'CD3d' 'CD4'
 'CD68' 'CD8' 'CgA' 'Collagen' 'ERBB2' 'FOXP3' 'HLA-A' 'Lysozyme' 'Muc2'
 'NaKATPase' 'OLFM4' 'PanCK' 'PCNA' 'pEGFR' 'p-STAT3' 'SMA' 'SNA' 'Sox9'
 'Vimentin']"
syn25126421,[],"['UV' 'GFP' 'Cy3' 'GFP' 'Cy5' 'Cy3' 'Cy5' 'Cy3' 'Cy5' 'Cy3' 'Cy3' 'Cy5'
 'Cy5' 'Cy5' 'GFP' 'GFP' 'Cy5' 'Cy3' 'GFP' 'GFP' 'GFP' 'Cy5' 'Cy3' 'Cy5'
 'Cy3' 'GFP']","['DAPI' 'Alpha-actinin 4' 'Beta-Catenin' 'CD11B' 'CD20' 'CD3d' 'CD4'
 'CD68' 'CD8' 'CgA' 'Collagen' 'ERBB2' 'FOXP3' 'HLA-A' 'Lysozyme' 'Muc2'
 'NaKATPase' 'OLFM4' 'PanCK' 'PCNA' 'pEGFR' 'p-STAT3' 'SMA' 'SNA' 'Sox9'
 'Vimentin']"
syn25126420,[],"['UV' 'GFP' 'Cy3' 'GFP' 'Cy5' 'Cy3' 'Cy5' 'Cy5' 'Cy3' 'Cy5' 'Cy3' 'Cy3'
 'Cy5' 'Cy5' 'GFP' 'Cy5' 'GFP' 'GFP' 'Cy5' 'Cy3' 'GFP' 'GFP' 'GFP' 'Cy5'
 'Cy3' 'Cy5' 'Cy3' 'GFP']","['DAPI' 'Alpha-actinin 4' 'Beta-Catenin' 'CD11B' 'CD20' 'CD3d' 'CD45'
 'CD4' 'CD68' 'CD8' 'CgA' 'Collagen' 'ERBB2' 'FOXP3' 'Gamma-Actin' 'HLA-A'
 'Lysozyme' 'Muc2' 'NaKATPase' 'OLFM4' 'PanCK' 'PCNA' 'pEGFR' 'p-STAT3'
 'SMA' 'SNA' 'Sox9' 'Vimentin']"
